protein_id,symbol,description,entrez_id,ensembl,subcell_loc,passed_filter,protein_cluster,median_npeptides_quantification,prop_samples_expr
P25106,ACKR3,RecName: Full=Atypical chemokine receptor 3; AltName: Full=C-X-C chemokine receptor type 7; Short=CXC-R7; Short=CXCR-7; AltName: Full=Chemokine orphan receptor 1; AltName: Full=G-protein coupled receptor 159; AltName: Full=G-protein coupled receptor,57007,ENSG00000144476,Cell membrane,FALSE,NA,1,0.42857142857142855
Q9NPB9,ACKR4,Atypical chemokine receptor 4,51554,ENSG00000129048,Early endosome,FALSE,NA,1,0
P53396,ACLY,ATP-citrate synthase,47,ENSG00000131473,"Cytoplasm, cytosol",TRUE,2,87,1
Q8TDX5,ACMSD,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,130013,NA,NA,FALSE,NA,1,0.015873015873015872
P21399,ACO1,Cytoplasmic aconitate hydratase,48,ENSG00000122729,Cytoplasm,TRUE,7,42,1
Q99798,ACO2,"Aconitate hydratase, mitochondrial",50,ENSG00000100412,Mitochondrion,TRUE,1,76,1
A6NK06,ACOD1,Cis-aconitate decarboxylase,730249,ENSG00000102794,Mitochondrion,FALSE,NA,1,0.015873015873015872
Q86TX2,ACOT1,RecName: Full=Acyl-coenzyme A thioesterase 1; Short=Acyl-CoA thioesterase 1; EC=3.1.2.2; AltName: Full=CTE-I; AltName: Full=CTE-Ib; AltName: Full=Inducible cytosolic acyl-coenzyme A thioester hydrolase; AltName: Full=Long chain acyl-CoA thioester hyd,641371,ENSG00000184227,"Cytoplasm, cytosol",FALSE,NA,1,0.14285714285714285
Q8WXI4,ACOT11,RecName: Full=Acyl-coenzyme A thioesterase 11; Short=Acyl-CoA thioesterase 11; EC=3.1.2.-; AltName: Full=Acyl-CoA thioester hydrolase 11; AltName: Full=Adipose-associated thioesterase; AltName: Full=Brown fat-inducible thioesterase; Short=BFIT,26027,ENSG00000162390,Mitochondrion matrix,FALSE,NA,3,0.746031746031746
Q8WYK0,ACOT12,Acyl-coenzyme A thioesterase 12,134526,ENSG00000172497,"Cytoplasm, cytosol",FALSE,NA,1,0
Q9NPJ3,ACOT13,RecName: Full=Acyl-coenzyme A thioesterase 13; Short=Acyl-CoA thioesterase 13; EC=3.1.2.-; AltName: Full=Thioesterase superfamily member 2,55856,ENSG00000112304,"Cytoplasm, cytosol",TRUE,6,9,1
P49753,ACOT2,"RecName: Full=Acyl-coenzyme A thioesterase 2, mitochondrial; Short=Acyl-CoA thioesterase 2; EC=3.1.2.2; AltName: Full=Acyl-coenzyme A thioester hydrolase 2a; AltName: Full=CTE-Ia; AltName: Full=Long-chain acyl-CoA thioesterase 2; AltName: Full=ZAP128",10965,ENSG00000119673,Mitochondrion,FALSE,NA,1,0.6507936507936508
Q8N9L9,ACOT4,RecName: Full=Acyl-coenzyme A thioesterase 4; Short=Acyl-CoA thioesterase 4; EC=3.1.2.2; AltName: Full=PTE-2b; AltName: Full=Peroxisomal acyl coenzyme A thioester hydrolase Ib; AltName: Full=Peroxisomal long-chain acyl-CoA thioesterase Ib; Short=PTE-,122970,ENSG00000177465,Peroxisome,FALSE,NA,1,0.047619047619047616
O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,11332,ENSG00000097021,"Cytoplasm, cytosol",TRUE,2,25,1
O14734,ACOT8,"RecName: Full=Acyl-coenzyme A thioesterase 8; Short=Acyl-CoA thioesterase 8; EC=3.1.2.27 {ECO:0000269|PubMed:15194431, ECO:0000269|PubMed:9299485}; AltName: Full=Choloyl-coenzyme A thioesterase; AltName: Full=HIV-Nef-associated acyl-CoA thioesterase;",10005,ENSG00000101473,Peroxisome matrix,TRUE,2,4,0.873015873015873
Q9Y305,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",23597,ENSG00000123130,Mitochondrion,TRUE,4,18,1
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,51,ENSG00000161533,Peroxisome,TRUE,6,23,1
Q99424,ACOX2,Peroxisomal acyl-coenzyme A oxidase 2,8309,ENSG00000168306,Peroxisome,FALSE,NA,1,0.031746031746031744
O15254,ACOX3,RecName: Full=Peroxisomal acyl-coenzyme A oxidase 3; EC=1.3.3.6; AltName: Full=Branched-chain acyl-CoA oxidase; Short=BRCACox; AltName: Full=Pristanoyl-CoA oxidase,8310,ENSG00000087008,Peroxisome,FALSE,NA,3,0.8571428571428571
Q9NUZ1,ACOXL,Acyl-coenzyme A oxidase-like protein,55289,ENSG00000153093,NA,FALSE,NA,1,0.031746031746031744
P24666,ACP1,RecName: Full=Low molecular weight phosphotyrosine protein phosphatase; Short=LMW-PTP; Short=LMW-PTPase; EC=3.1.3.48; AltName: Full=Adipocyte acid phosphatase; AltName: Full=Low molecular weight cytosolic acid phosphatase; EC=3.1.3.2; AltName: Full=R,52,ENSG00000143727,Cytoplasm,TRUE,6,20,1
P11117,ACP2,Lysosomal acid phosphatase,53,ENSG00000134575,Lysosome membrane,TRUE,4,4,0.9682539682539683
Q9BZG2,ACP4,Testicular acid phosphatase,93650,ENSG00000142513,Membrane,FALSE,NA,1,0
P13686,ACP5,Tartrate-resistant acid phosphatase type 5,54,ENSG00000102575,Lysosome,FALSE,NA,1,0.5238095238095238
Q9NPH0,ACP6,"RecName: Full=Lysophosphatidic acid phosphatase type 6; EC=3.1.3.2; AltName: Full=Acid phosphatase 6, lysophosphatidic; AltName: Full=Acid phosphatase-like protein 1; AltName: Full=PACPL1; Flags: Precursor",51205,ENSG00000162836,Mitochondrion,FALSE,NA,3,0.8888888888888888
P15309,ACPP,RecName: Full=Prostatic acid phosphatase; Short=PAP; EC=3.1.3.2; AltName: Full=5'-nucleotidase; Short=5'-NT; EC=3.1.3.5; AltName: Full=Ecto-5'-nucleotidase; AltName: Full=Thiamine monophosphatase; Short=TMPase; Contains: RecName: Full=PAPf39; Flags:,55,ENSG00000014257,Secreted,FALSE,NA,1,0.6031746031746031
P10323,ACR,Acrosin,49,ENSG00000100312,NA,FALSE,NA,1,0
Q96GR2,ACSBG1,Long-chain-fatty-acid--CoA ligase ACSBG1,23205,ENSG00000103740,Cytoplasm,FALSE,NA,1,0
Q5FVE4,ACSBG2,Long-chain-fatty-acid--CoA ligase ACSBG2,81616,ENSG00000130377,Cytoplasm,FALSE,NA,1,0.015873015873015872
Q96CM8,ACSF2,"RecName: Full=Acyl-CoA synthetase family member 2, mitochondrial; EC=6.2.1.-; Flags: Precursor",80221,ENSG00000167107,Mitochondrion,TRUE,6,12,0.9841269841269841
Q4G176,ACSF3,"RecName: Full=Acyl-CoA synthetase family member 3, mitochondrial; EC=6.2.1.-; Flags: Precursor",197322,ENSG00000176715,Mitochondrion,TRUE,1,7,1
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,2180,ENSG00000151726,Mitochondrion outer membrane,TRUE,4,21,1
O95573,ACSL3,Long-chain-fatty-acid--CoA ligase 3,2181,ENSG00000123983,Mitochondrion outer membrane,TRUE,4,34,1
O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4,2182,ENSG00000068366,Mitochondrion outer membrane,TRUE,4,16,1
Q9ULC5,ACSL5,RecName: Full=Long-chain-fatty-acid--CoA ligase 5; EC=6.2.1.3; AltName: Full=Long-chain acyl-CoA synthetase 5; Short=LACS 5,51703,ENSG00000197142,Mitochondrion,TRUE,6,15,1
Q9UKU0,ACSL6,Long-chain-fatty-acid--CoA ligase 6,23305,ENSG00000164398,Mitochondrion outer membrane,FALSE,NA,1,0
Q08AH1,ACSM1,"Acyl-coenzyme A synthetase ACSM1, mitochondrial",116285,ENSG00000166743,Mitochondrion matrix,FALSE,NA,1,0
Q08AH3,ACSM2A,"RecName: Full=Acyl-coenzyme A synthetase ACSM2A, mitochondrial; EC=6.2.1.2; AltName: Full=Acyl-CoA synthetase medium-chain family member 2A; AltName: Full=Butyrate--CoA ligase 2A; AltName: Full=Butyryl-coenzyme A synthetase 2A; AltName: Full=Middle-c",123876,ENSG00000183747,Mitochondrion,FALSE,NA,1,0.015873015873015872
Q53FZ2,ACSM3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",6296,ENSG00000005187,Mitochondrion matrix,FALSE,NA,2.5,0.1111111111111111
P0C7M7,ACSM4,"Acyl-coenzyme A synthetase ACSM4, mitochondrial",341392,ENSG00000215009,Mitochondrion,FALSE,NA,1,0
Q6NUN0,ACSM5,"Acyl-coenzyme A synthetase ACSM5, mitochondrial",54988,ENSG00000183549,Mitochondrion matrix,FALSE,NA,1,0.015873015873015872
Q6P461,ACSM6,"RecName: Full=Acyl-coenzyme A synthetase ACSM6, mitochondrial; EC=6.2.1.2; Flags: Precursor",142827,ENSG00000173124,Mitochondrion,FALSE,NA,1,0.015873015873015872
Q9NUB1,ACSS1,"RecName: Full=Acetyl-coenzyme A synthetase 2-like, mitochondrial; EC=6.2.1.1; AltName: Full=Acetate--CoA ligase 2; AltName: Full=Acetyl-CoA synthetase 2; Short=AceCS2; AltName: Full=Acyl-CoA synthetase short-chain family member 1; Flags: Precursor",84532,ENSG00000154930,Mitochondrion matrix,FALSE,NA,2,0.9047619047619048
Q9NR19,ACSS2,"RecName: Full=Acetyl-coenzyme A synthetase, cytoplasmic; EC=6.2.1.1; AltName: Full=Acetate--CoA ligase; AltName: Full=Acetyl-CoA synthetase; Short=ACS; Short=AceCS; AltName: Full=Acyl-CoA synthetase short-chain family member 2; AltName: Full=Acyl-act",55902,ENSG00000131069,"Cytoplasm, cytosol",TRUE,4,8,1
Q9H6R3,ACSS3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",79611,ENSG00000111058,Mitochondrion matrix,FALSE,NA,1,0.12698412698412698
P68133,ACTA1,"Actin, alpha skeletal muscle",58,ENSG00000143632,"Cytoplasm, cytoskeleton",FALSE,NA,3,0.07936507936507936
P62736,ACTA2,"Actin, aortic smooth muscle",59,ENSG00000107796,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.25396825396825395
P60709,ACTB,"Actin, cytoplasmic 1",60,ENSG00000075624,"Cytoplasm, cytoskeleton",TRUE,7,3,0.9047619047619048
Q562R1,ACTBL2,Beta-actin-like protein 2,345651,ENSG00000169067,"Cytoplasm, cytoskeleton",TRUE,7,4,0.9841269841269841
P63261,ACTG1,"Actin, cytoplasmic 2",71,ENSG00000184009,"Cytoplasm, cytoskeleton",TRUE,4,3,0.8888888888888888
P63267,ACTG2,"Actin, gamma-enteric smooth muscle",72,ENSG00000163017,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.07936507936507936
O96019,ACTL6A,Actin-like protein 6A,86,ENSG00000136518,Nucleus,TRUE,3,25,1
O94805,ACTL6B,Actin-like protein 6B,51412,ENSG00000077080,Nucleus,FALSE,NA,3,0
Q9Y615,ACTL7A,Actin-like protein 7A,10881,ENSG00000187003,"Cytoplasm, cytoskeleton",FALSE,NA,1,0
Q9Y614,ACTL7B,Actin-like protein 7B,10880,ENSG00000148156,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.031746031746031744
Q9H568,ACTL8,Actin-like protein 8,81569,ENSG00000117148,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.015873015873015872
Q8TC94,ACTL9,Actin-like protein 9,284382,ENSG00000181786,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.031746031746031744
P12814,ACTN1,Alpha-actinin-1,87,ENSG00000072110,"Cytoplasm, cytoskeleton",TRUE,7,209,1
P35609,ACTN2,Alpha-actinin-2,88,ENSG00000077522,"Cytoplasm, myofibril, sarcomere, Z line",TRUE,7,8,1
Q08043,ACTN3,Alpha-actinin-3,89,ENSG00000248746,NA,FALSE,NA,1,0.09523809523809523
O43707,ACTN4,Alpha-actinin-4,81,ENSG00000130402,Nucleus,TRUE,7,201,1
Q9NZ32,ACTR10,Actin-related protein 10,55860,ENSG00000131966,"Cytoplasm, cytoskeleton",TRUE,1,7,0.9523809523809523
P61163,ACTR1A,Alpha-centractin,10121,ENSG00000138107,"Cytoplasm, cytoskeleton",TRUE,1,29,1
P42025,ACTR1B,Beta-centractin,10120,ENSG00000115073,"Cytoplasm, cytoskeleton",TRUE,1,9,1
P61160,ACTR2,Actin-related protein 2,10097,ENSG00000138071,"Cytoplasm, cytoskeleton",TRUE,4,49,1
P61158,ACTR3,Actin-related protein 3,10096,ENSG00000115091,"Cytoplasm, cytoskeleton",TRUE,4,68,1
Q9P1U1,ACTR3B,Actin-related protein 3B,57180,ENSG00000133627,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.09523809523809523
Q9H9F9,ACTR5,RecName: Full=Actin-related protein 5; Short=hARP5; AltName: Full=Sarcoma antigen NY-SAR-16,79913,ENSG00000101442,Nucleus,FALSE,NA,3,0.8888888888888888
Q9GZN1,ACTR6,RecName: Full=Actin-related protein 6; Short=hArp6; AltName: Full=hARPX,64431,ENSG00000075089,"Cytoplasm, cytoskeleton",FALSE,NA,1,0.3968253968253968
Q9H981,ACTR8,RecName: Full=Actin-related protein 8; Short=hArp8; AltName: Full=INO80 complex subunit N,93973,ENSG00000113812,Nucleus,FALSE,NA,2,0.3968253968253968
Q9BYD9,ACTRT3,RecName: Full=Actin-related protein T3; Short=ARP-T3; AltName: Full=Actin-related protein M1,84517,ENSG00000184378,"Cytoplasm, cytoskeleton",FALSE,NA,1,0
Q04771,ACVR1,Activin receptor type-1,90,ENSG00000115170,Membrane,FALSE,NA,1,0.1111111111111111
P36896,ACVR1B,Activin receptor type-1B,91,ENSG00000135503,Cell membrane,FALSE,NA,1,0
Q8NER5,ACVR1C,Activin receptor type-1C,130399,ENSG00000123612,Membrane,FALSE,NA,1,0.015873015873015872
P27037,ACVR2A,Activin receptor type-2A,92,ENSG00000121989,Membrane,FALSE,NA,1,0
Q13705,ACVR2B,Activin receptor type-2B,93,ENSG00000114739,Cell membrane,FALSE,NA,1,0
Q03154,ACY1,Aminoacylase-1,95,ENSG00000243989,Cytoplasm,TRUE,6,11,1
Q96HD9,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),91703,ENSG00000132744,Apical cell membrane,FALSE,NA,1,0
P07311,ACYP1,Acylphosphatase-1,97,ENSG00000119640,NA,FALSE,NA,3,0.9047619047619048
P14621,ACYP2,Acylphosphatase-2,98,ENSG00000170634,NA,FALSE,NA,1,0.3492063492063492
P00813,ADA,Adenosine deaminase,100,ENSG00000196839,Cell membrane,TRUE,4,4,0.8888888888888888
Q9NZK5,ADA2,"RecName: Full=Adenosine deaminase 2 {ECO:0000312|HGNC:HGNC:1839}; EC=3.5.4.4 {ECO:0000269|PubMed:15926889, ECO:0000269|PubMed:20453107}; AltName: Full=Cat eye syndrome critical region protein 1; Flags: Precursor",51816,ENSG00000093072,Secreted,FALSE,NA,1.5,0.047619047619047616
Q96M93,ADAD1,Adenosine deaminase domain-containing protein 1,132612,ENSG00000164113,Nucleus,FALSE,NA,1,0
Q8NCV1,ADAD2,Adenosine deaminase domain-containing protein 2,161931,ENSG00000140955,NA,FALSE,NA,1,0.015873015873015872
Q6DHV7,ADAL,RecName: Full=Adenosine deaminase-like protein; EC=3.5.4.-,161823,ENSG00000168803,NA,FALSE,NA,1,0.3968253968253968
O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,102,ENSG00000137845,Cell membrane,TRUE,6,23,1
O75078,ADAM11,Disintegrin and metalloproteinase domain-containing protein 11,4185,ENSG00000073670,Membrane,FALSE,NA,1,0
O43184,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,8038,ENSG00000148848,Cell membrane,FALSE,NA,1,0.015873015873015872
Q13444,ADAM15,"RecName: Full=Disintegrin and metalloproteinase domain-containing protein 15; Short=ADAM 15; EC=3.4.24.-; AltName: Full=Metalloprotease RGD disintegrin protein; AltName: Full=Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15; Sho",8751,ENSG00000143537,Endomembrane system,FALSE,NA,1,0.19047619047619047
P78536,ADAM17,RecName: Full=Disintegrin and metalloproteinase domain-containing protein 17; Short=ADAM 17; EC=3.4.24.86; AltName: Full=Snake venom-like protease; AltName: Full=TNF-alpha convertase; AltName: Full=TNF-alpha-converting enzyme; AltName: CD_antigen=CD1,6868,ENSG00000151694,Membrane,TRUE,8,5,0.8888888888888888
Q9Y3Q7,ADAM18,Disintegrin and metalloproteinase domain-containing protein 18,8749,ENSG00000168619,Membrane,FALSE,NA,1,0
Q9H013,ADAM19,Disintegrin and metalloproteinase domain-containing protein 19,8728,ENSG00000135074,Membrane,FALSE,NA,1,0
Q99965,ADAM2,Disintegrin and metalloproteinase domain-containing protein 2,2515,ENSG00000104755,Membrane,FALSE,NA,1,0.015873015873015872
O43506,ADAM20,Disintegrin and metalloproteinase domain-containing protein 20,8748,ENSG00000134007,Membrane,FALSE,NA,1,0
Q9UKJ8,ADAM21,Disintegrin and metalloproteinase domain-containing protein 21,8747,ENSG00000139985,Membrane,FALSE,NA,1,0
Q9P0K1,ADAM22,"RecName: Full=Disintegrin and metalloproteinase domain-containing protein 22; Short=ADAM 22; AltName: Full=Metalloproteinase-disintegrin ADAM22-3; AltName: Full=Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2; Flags: Precursor",53616,ENSG00000008277,Cell membrane,FALSE,NA,1,0.015873015873015872
O75077,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,8745,ENSG00000114948,Cell membrane,FALSE,NA,1,0.015873015873015872
Q9UKQ2,ADAM28,Disintegrin and metalloproteinase domain-containing protein 28,10863,ENSG00000042980,Cell membrane,FALSE,NA,1,0.031746031746031744
Q9UKF5,ADAM29,Disintegrin and metalloproteinase domain-containing protein 29,11086,ENSG00000168594,Membrane,FALSE,NA,1,0
Q9UKF2,ADAM30,Disintegrin and metalloproteinase domain-containing protein 30,11085,ENSG00000134249,Late endosome membrane,FALSE,NA,1,0
Q9BZ11,ADAM33,Disintegrin and metalloproteinase domain-containing protein 33,80332,ENSG00000149451,Membrane,FALSE,NA,1,0.015873015873015872
Q6NVV9,ADAM5,Putative disintegrin and metalloproteinase domain-containing protein 5,NA,NA,NA,FALSE,NA,1,0.06349206349206349
P78325,ADAM8,RecName: Full=Disintegrin and metalloproteinase domain-containing protein 8; Short=ADAM 8; EC=3.4.24.-; AltName: Full=Cell surface antigen MS2; AltName: CD_antigen=CD156a; Flags: Precursor,101,ENSG00000151651,Membrane,FALSE,NA,1,0.14285714285714285
Q13443,ADAM9,RecName: Full=Disintegrin and metalloproteinase domain-containing protein 9; Short=ADAM 9; EC=3.4.24.-; AltName: Full=Cellular disintegrin-related protein; AltName: Full=Meltrin-gamma; AltName: Full=Metalloprotease/disintegrin/cysteine-rich protein 9,8754,ENSG00000168615,Cell membrane,TRUE,1,6,0.9047619047619048
O15204,ADAMDEC1,ADAM DEC1,27299,ENSG00000134028,Secreted,FALSE,NA,1,0
Q9UHI8,ADAMTS1,RecName: Full=A disintegrin and metalloproteinase with thrombospondin motifs 1; Short=ADAM-TS 1; Short=ADAM-TS1; Short=ADAMTS-1; EC=3.4.24.-; AltName: Full=METH-1; Flags: Precursor,9510,ENSG00000154734,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.1111111111111111
Q9H324,ADAMTS10,A disintegrin and metalloproteinase with thrombospondin motifs 10,81794,ENSG00000142303,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.12698412698412698
P58397,ADAMTS12,A disintegrin and metalloproteinase with thrombospondin motifs 12,81792,ENSG00000151388,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.09523809523809523
Q76LX8,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,11093,ENSG00000160323,Secreted,FALSE,NA,1,0
Q8WXS8,ADAMTS14,RecName: Full=A disintegrin and metalloproteinase with thrombospondin motifs 14; Short=ADAM-TS 14; Short=ADAM-TS14; Short=ADAMTS-14; EC=3.4.24.-; Flags: Precursor,140766,ENSG00000138316,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.015873015873015872
Q8TE58,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,170689,ENSG00000166106,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q8TE57,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,170690,ENSG00000145536,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q8TE56,ADAMTS17,A disintegrin and metalloproteinase with thrombospondin motifs 17,170691,ENSG00000140470,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q8TE60,ADAMTS18,A disintegrin and metalloproteinase with thrombospondin motifs 18,170692,ENSG00000140873,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.047619047619047616
Q8TE59,ADAMTS19,RecName: Full=A disintegrin and metalloproteinase with thrombospondin motifs 19; Short=ADAM-TS 19; Short=ADAM-TS19; Short=ADAMTS-19; EC=3.4.24.-; Flags: Precursor,171019,ENSG00000145808,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.06349206349206349
O95450,ADAMTS2,A disintegrin and metalloproteinase with thrombospondin motifs 2,9509,ENSG00000087116,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
P59510,ADAMTS20,A disintegrin and metalloproteinase with thrombospondin motifs 20,80070,ENSG00000173157,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
O15072,ADAMTS3,A disintegrin and metalloproteinase with thrombospondin motifs 3,9508,ENSG00000156140,Secreted,FALSE,NA,1,0.015873015873015872
O75173,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,9507,ENSG00000158859,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.047619047619047616
Q9UNA0,ADAMTS5,A disintegrin and metalloproteinase with thrombospondin motifs 5,11096,ENSG00000154736,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.031746031746031744
Q9UKP5,ADAMTS6,A disintegrin and metalloproteinase with thrombospondin motifs 6,11174,ENSG00000049192,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q9UP79,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,11095,ENSG00000134917,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q9P2N4,ADAMTS9,A disintegrin and metalloproteinase with thrombospondin motifs 9,56999,ENSG00000163638,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q8N6G6,ADAMTSL1,ADAMTS-like protein 1,92949,ENSG00000178031,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.015873015873015872
Q86TH1,ADAMTSL2,ADAMTS-like protein 2,9719,ENSG00000197859,Secreted,FALSE,NA,1,0.015873015873015872
P82987,ADAMTSL3,ADAMTS-like protein 3,57188,ENSG00000156218,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0.015873015873015872
Q6UY14,ADAMTSL4,RecName: Full=ADAMTS-like protein 4; Short=ADAMTSL-4; AltName: Full=Thrombospondin repeat-containing protein 1; Flags: Precursor,54507,ENSG00000143382,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1.5,0.47619047619047616
Q6ZMM2,ADAMTSL5,ADAMTS-like protein 5,339366,ENSG00000185761,Secreted,FALSE,NA,1,0
O75689,ADAP1,RecName: Full=Arf-GAP with dual PH domain-containing protein 1; AltName: Full=Centaurin-alpha-1; Short=Cnt-a1; AltName: Full=Putative MAPK-activating protein PM25,11033,ENSG00000105963,Nucleus,FALSE,NA,1,0.12698412698412698
Q9NPF8,ADAP2,RecName: Full=Arf-GAP with dual PH domain-containing protein 2; AltName: Full=Centaurin-alpha-2; Short=Cnt-a2,55803,ENSG00000184060,Cytoplasm,FALSE,NA,1,0
P55265,ADAR,Double-stranded RNA-specific adenosine deaminase,103,ENSG00000160710,Cytoplasm,TRUE,3,49,1
